game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,artist,category,compilation,designer,expansion,family,publisher,average_rating,users_rated
20192,6,20,9,3,20,Meikyu Kingdom Card Game: Make You Conquest,20,2005,Ukkari Honpo,Card Game,,"Yoshiyuki Arai,Touichirou Kawashima",Gold War (ゴールド・ウォー),,Bouken,5.80703,64
20195,4,20,7,2,20,Six,20,2003,"Albertine Blass,Bernhard Kümmelmann,Ariel Laden,Karl Malepart,Steffen Mühlhäuser,Alex Weldon",Abstract Strategy,,Steffen Mühlhäuser,,Combinatorial,"Dr. Wood Challenge Centre,FoxMind,Productief BV,Steffen-Spiele",6.30601,464
20217,4,15,5,2,15,Splash Attack,15,2005,,"Action / Dexterity,Animals,Children's Game,Dice",,Thierry Chapeau,,Animals: Fishes,"Gigamic,Lautapelit.fi",5.33614,83
20228,4,60,10,2,60,Big Kini,60,2005,Bert Elter,"Civilization,Territory Building",,Guido Eckhof,"Big Kini Expansion: 5-6 Players and Action Cards,Flaschenpost: Eine Big Kini Erweiterung","Admin: Better Description Needed!,Tropical theme",Playme.de,6.38676,286
20233,4,45,10,2,45,Marquis,45,2005,Czarnè,"Age of Reason,Card Game",,"Czarnè,Martin Götz",Marquis: Intriganten,,LudoArt Verlag,6.24872,156
20253,2,20,8,2,20,Diaballik,20,2004,,"Abstract Strategy,Sports",,Philippe Lefrancois,,,"1-2-3-Games Éditions,Giseh Verlag,Territoires d'Outre Mondes (TOM)",6.51227,110
20266,2,240,12,1,240,"Bitter End: Attack to Budapest, 1945",240,2005,Todd Davis,"Wargame,World War II",,Richard Spence,,"Cities: Budapest,Country: Hungary",Compass Games,7.35922,116
20269,4,15,8,2,15,Pikemen,15,1997,,Abstract Strategy,Playing With Pyramids,Jacob Davenport,,"Combinatorial,Looney Pyramids","(Web published),Looney Labs",6.99732,71
20281,6,45,8,2,45,Inkan Aarre,45,2005,,Exploration,,Kari Mannerla,,"Country: Argentina,Country: Bolivia,Country: Brazil,Country: Chile,Country: Colombia,Country: Ecuador,Country: Panama,Country: Paraguay,Country: Peru","Martinex,Peliko",4.41638,58
20295,4,10,3,2,10,WeyKick,10,2001,,"Action / Dexterity,Real-time,Sports",,Ulrich Weyel,,"Crowdfunding: Kickstarter,Sports: Football / Soccer","Mayday Games,Weykick.de",6.94626,414
20302,2,15,8,2,15,Punch!,15,2005,,"Bluffing,Card Game,Print & Play,Sports",,Alkis Moraitis,,"Sports: Boxing,Sports: Combat Sports / Martial Arts","(Web published),Print & Play Productions,Sun * Games",6.23731,67
20422,6,30,8,2,30,Beat the Parents,30,2004,,Trivia,,(Uncredited),,,"Imagination Games,Spin Master Ltd.",4.6068,103
20432,2,30,12,2,30,Starfire (3rd Edition),30,1992,"David R. Deitrick,James Colton McGonigle,David Menehan","Fighting,Science Fiction,Wargame",,"Marvin Lamb,David M. Weber","Alkelda Dawn,Crusade,First Contact,Imperial Starfire,Starfire: Sky Marshal #1,Starfire: Sky Marshal #2,The Stars at War",Starfire,"Starfire Design Studio,Task Force Games",6.59196,56
20436,5,60,10,2,60,Stonehenge: An Anthology Board Game,60,2007,"Jeffrey Carlisle,Sean Glenn,Howard Lyon","Game System,Medieval,Political,Science Fiction","Afro-Celt Mancala System,Arthurian Ghost Knights,Auction Blocks,Chariots of Stonehenge,The High Druid,Magic of Stonehenge","Richard Borg,James Ernest,Bruno Faidutti,Richard Garfield,Mike Selinker","Stonehenge Rocks!,Stonehenge: Bonusspiele #1,Stonehenge: Nocturne Expansion","Country: England,Stonehenge Games","Edge Entertainment,Spielzeit!,Titanic Games,Ubik",5.42449,441
20437,4,60,12,2,60,Lords of Vegas,60,2010,"Steve Fastner,Rich Larson,Franz Vohwinkel","City Building,Economic",,"James Ernest,Mike Selinker","Lords of Vegas: Mob Rules & Union of the Shakes,Lords of Vegas: Sky Bridge / Building Boom,Lords of Vegas: UP!,Mayfair Game Variants & Mini-Expansions Set #1,Mayfair Game Variants & Mini-Expansions Set #2,Mayfair Games' Limited Edition Promo Expansion Set #13,Mayfair Games' Limited Edition Promo Expansion Set #7","Cities: Las Vegas (Nevada, USA)","Mayfair Games,Zvezda",7.32418,4365
20441,2,60,12,2,60,Battleground World War II,60,1997,,"Miniatures,Wargame,World War II",,"Bob Brodeur,Devin Cooley,Brad Sanders",SkirmishElite: Screaming Eagles at Hamburger Hill,,Easy Eight,7.096,50
20445,4,120,12,2,120,Quest for the DragonLords (Second Edition),120,2006,,"Adventure,Dice,Exploration,Fantasy,Fighting,Miniatures,Wargame",,Robert Johannessen,,Animals: Dragons,"Dragonlords, Inc.,Fantasy Shop,Hexagonal,Kaissa Chess & Games,Mad Man's Magic",6.25893,112
20467,2,30,10,2,30,Conquest,30,1972,,"Abstract Strategy,Ancient,Wargame",,Donald Benge,,,"(Self-Published),Bütehorn Spiele,Hexagames (I),Quest Games",6.79583,60
20499,6,90,12,2,90,Gangster II: Le Pro,90,2004,,Mafia,,Martin Tremblay,,,"Éditions Gladius International, Inc.",5.45783,83
20542,2,180,12,2,180,Advanced Squad Leader: Starter Kit #3,180,2007,"Ken Dunn,Kurt Miller","Wargame,World War II",,Ken Dunn,"Rally Point Volume 2: Advanced Squad Leader Starter Kit Special Study,Special Ops Issue #5,Special Ops Issue #6,Sweeping the Doorstep","Advanced Squad Leader,Advanced Squad Leader Starter Kit",Multi-Man Publishing,7.99648,820
20543,6,30,7,2,30,Pirates!,30,2005,Michael Menzel,"Dice,Nautical,Pirates",,Reiner Knizia,,,"Ravensburger Spieleverlag GmbH,Zvezda",5.72781,160
20545,12,20,8,1,20,Rory's Story Cubes,20,2005,Rory O'Connor,Dice,,Rory O'Connor,"Rory's Story Cubes: Animalia,Rory's Story Cubes: Clues,Rory's Story Cubes: Enchanted,Rory's Story Cubes: Fright,Rory's Story Cubes: Intergalactic,Rory's Story Cubes: Medic,Rory's Story Cubes: Medieval,Rory's Story Cubes: Mythic,Rory's Story Cubes: Powers,Rory's Story Cubes: Prehistoria,Rory's Story Cubes: Rescue,Rory's Story Cubes: Score",Rory's Story Cubes,"Brain Games,The Creativity Hub,Gamewright,Gém Klub Kft.,Gigamic,HUCH! & friends,Kadon Enterprises,MINDOK,REBEL.pl",6.38367,1957
20551,5,150,12,3,150,Shogun,150,2006,Michael Menzel,"Economic,Medieval,Territory Building",Shogun Big Box,Dirk Henn,Shogun: Tenno's Court,"Asian Theme,Country: Japan,Samurai","Queen Games,Bergsala Enigma,G3,M-Ágnes,REBEL.pl",7.5801,10439
20580,4,0,0,2,0,Name That Tune 80's Edition DVD Game,0,2005,,"Movies / TV / Radio theme,Music,Party Game,Trivia",,(Uncredited),,"Decades: 80's,DVD Board Games",Imagination Games,4.55455,66
20586,2,120,12,1,120,All Things Zombie,120,2005,,"Fighting,Horror,Miniatures,Wargame,Zombies",,Ed Teixeira,Qwik Game of the Wasteland,All Things Zombie,Two Hour Wargames (THW Game Design),7.23562,73
20589,4,30,16,2,30,Trivial Pursuit: DVD Pop Culture 2,30,2005,,"Electronic,Movies / TV / Radio theme,Party Game,Trivia",,(Uncredited),,"DVD Board Games,Trivial Pursuit","Hasbro,Horn Abbot Ltd.,Parker Brothers",5.14754,142
20590,2,30,12,2,30,Second World War at Sea: Bismarck,30,2005,"Shannon Brown,Beth Donahue,Peggy Gordon,Susan Robinson,Terry Moore Strickland","Nautical,Wargame,World War II",,Brian L. Knipple,"Second World War at Sea: East of Suez,Second World War at Sea: Imperial and Royal Navy,Second World War at Sea: Orange Waters,Second World War at Sea: Plan Z,Second World War at Sea: Strait of Magellan,Second World War at Sea: The Kaiser's Navy,Second World War at Sea: The Tsar's Navy",Second World War at Sea,Avalanche Press Ltd.,7.11702,94
20595,5,300,0,2,300,The Campaigns of King David,300,2007,"Alex Kachevsky,Timothy Schleif","Ancient,Wargame",,Robert G. Markham,,,Clash of Arms Games,6.41458,72
20609,2,480,12,2,480,Asia Engulfed,480,2007,"Rodger B. MacGowan,Mark Simonitch","Wargame,World War II",,"Jesse Evans,Rick Young",,Block wargames,GMT Games,7.56465,383
20617,2,60,10,1,60,Battles of the Ancient World Volume II,60,1995,The Alexander Mosaic,"Ancient,Wargame",,Larry Baggett,,"Ancient Rome,Battles of the Ancient World Series,Country: Greece","Decision Games (I),Overlord Games",6.18137,51
20623,2,40,8,2,40,Alien City,40,2002,,"Abstract Strategy,City Building,Print & Play,Territory Building",,Michael Schoessow,,"Icepack Games,Looney Pyramids,Piecepack Games","(Web published),Piecepack Games",7.06,70
20624,4,30,6,2,30,Captain Bones Gold,30,2005,,"Horror,Pirates",,(Uncredited),,,"Jumbo,Spin Master Ltd.",4.82037,54
20634,2,20,7,2,20,MiniMonFa (MiniMonsterFantasy),20,2005,"Antonio Dessi,Gianluca Santopietro","Adventure,Card Game,Fantasy,Humor",,"Fabio Attoli,Antonio Dessi","MiniMonFa Espansione Mondo Sotterraneo,MiniMonFa Espansione Rigor Mortis,MiniMonFa Fairy Expansion,MiniMonFa Undead Expansion,MiniMonfa: 2 promo cards,MiniMonFa: Baby Cthulhu Promo,MiniMonFa: Black Dragon Promo,MiniMonFa: Jon Snow Promo,MiniMonFa: Stormbringer Promo","MiniMonFa,Monsters","Stratelibri,Truant Spiele,Ulisses Spiele",5.47143,196
20645,5,15,9,3,15,Tenakee,15,2005,Frederic Beier,"Bluffing,Card Game",,Michael Feldkötter,,,"999 Games,AMIGO Spiel + Freizeit GmbH,Asmodee,Olves Spiele",5.63817,131
20646,6,300,14,3,300,1824,300,2005,,"Economic,Trains",,"Helmut Ohley,Leonhard ""Lonny"" Orgler",,"18xx,Country: Austria","(Self-Published),Double-O Games",7.80588,119
20675,6,45,12,1,45,King's Blood,45,2003,Tsukapon,Card Game,,"Tadaaki Kawahito,Hitoshi Yasuda",,Anime & Manga,"Kadokawa Shoten,Steve Jackson Games",5.80774,283
20722,4,20,5,2,20,Alfredo's Food Fight,20,2005,,Action / Dexterity,,Brian Weinstock,,Food / Cooking,"Fundex,Piatnik",5.78086,81
20731,4,60,9,2,60,Capes & Cowls: The Superhero Board Game,60,2006,"Kelly O'Neal,Robin Spriggs","Adventure,Comic Book / Strip,Fighting",,Robin Spriggs,,Superheroes,Wyrd House,7.76746,63
20734,1,120,12,1,120,Corsair Leader,120,2005,,"Aviation / Flight,Print & Play,Wargame,World War II",,Dan Verssen,,"Leader Series,Solitaire Games,Solitaire Wargames",Dan Verssen Games (DVG),7.25085,59
20750,15,20,12,2,20,Black Stories 2,20,2005,Bernhard Skopnik,"Card Game,Deduction,Horror,Humor,Murder/Mystery,Party Game",Black Stories 1+2,Holger Bösch,,Black Stories,"Boosterbox.nl,cosaic,G3,Galápagos Jogos,Gen-X Games,Kaissa Chess & Games,Kikigagne?,Magazzini Salani,MINDOK,Mindtwister AB,moses. Verlag GmbH,Story Factory,Vennerød Forlag AS,Z-Man Games",6.22895,775
20761,6,20,10,2,20,Ausgerechnet Buxtehude,20,2005,"Sabine Kondirolli,Volker Maas",Trivia,,"Bernhard Lach,Uwe Rapp",,"Ausgerechnet ...,Country: Germany","999 Games,dV Giochi,Granna,HUCH! & friends,MINDOK,Zvezda",6.46984,189
20771,8,60,12,2,60,Bad Babiez,60,2005,,"Card Game,Humor",,"Vittorio Benvenuto,Christian Zoli",,,Raven Distribution,5.26479,71
20772,6,120,14,2,120,King of Chicago,120,2005,,"Mafia,Negotiation",,"Steven Camphausen,Jeppe Jorgensen,Rune Jorgensen,Jakob Keller,Morten Primdal",,"Cities: Chicago (Illinois, USA),Country: USA",TUSBAS Alliance,6.53759,145
20781,6,15,8,3,15,Café Race,15,2005,"Bascu,Fran F G","Print & Play,Racing",,Fran F G,,,"(Self-Published),HomoLudicus",5.6847,134
20782,2,15,8,2,15,Siam,15,2005,Biboun,"Abstract Strategy,Animals",,Didier Dhorbait,,"5x5 grid,Animals: Elephants,Animals: Rhinoceros,Country: Thailand",Ferti,6.9767,361
20790,10,30,8,3,30,You've Been Sentenced!,30,2005,,"Card Game,Party Game,Word Game",,"Paul Edward Cooper,Donald McNeill","You've Been Sentenced! Add-On Deck: Brain Buster Word Challenge,You've Been Sentenced! Add-On Deck: Gourmet Cuisine,You've Been Sentenced! Add-On Deck: NASA Space Terminology,You've Been Sentenced! Add-On Deck: Pop Culture,You've Been Sentenced! Add-On Deck: Reader's Digest National Word Power Challenge (A-L),You've Been Sentenced! Add-On Deck: Sci-Fi/Fantasy,You've Been Sentenced! Add-On Deck: Sports Highlights",You've Been Sentenced!,McNeill Designs,5.33225,200
20801,10,20,7,1,20,Sudoku,20,2005,,"Deduction,Educational,Number,Puzzle",,(Uncredited),,"GoPlay,Sudoku","(Unknown),Bits & Pieces,Desyllas Games,Imagination Games,Tactic",4.89629,94
20806,6,20,12,2,20,Three-Dragon Ante,20,2005,"Mia Brooks,Craig Phillips,Trish Yochum","Card Game,Fantasy",,Rob Heinsoo,,"Animals: Dragons,Dungeons & Dragons,From RPG books to board games","Hobby Japan,Play Factory,Wizards of the Coast",6.46592,1379
20810,0,0,6,0,0,Jenga Ultimate,0,1995,,"Action / Dexterity,Party Game",,(Uncredited),,Jenga,Milton Bradley,5.845,80
20821,4,45,10,2,45,"Tara, Seat of Kings",45,2006,"Tony Boydell,Charlie Paull",Abstract Strategy,,Alan Paull,,,Surprised Stare Games Ltd,6.28793,164
20829,6,60,8,2,60,Keesdrow,60,2005,,Word Game,,Donald Meyer,,Mensa Select,"Pywacket, LLC",6.4481,105
20832,4,15,4,2,15,Halli Galli Junior,15,1998,"Oliver Freudenreich,Franz Vohwinkel","Action / Dexterity,Children's Game,Party Game",,Haim Shafir,,"Circus,Halli-Galli,Little Raven Socks","(Unknown),999 Games,AMIGO Spiel + Freizeit GmbH,Asmodee,Fundex,G3,Gigamic,Korea Boardgames co., Ltd.,Mercurio,Piatnik",5.52337,98
20847,6,60,10,2,60,Take Stock,60,2006,Oliver Castañeda,"Card Game,Economic",,Simon Hunt,,,Z-Man Games,5.88308,510
20848,2,0,8,2,0,Stratego: The Chronicles of Narnia,0,2005,,"Abstract Strategy,Bluffing,Deduction,Fantasy,Memory,Movies / TV / Radio theme,Novel-based",,(Uncredited),,"Celebrities: Walt Disney,Narnia,Stratego Series",Hasbro,5.75276,105
20865,8,120,14,2,120,Bolide,120,2005,Lucia Valentini,"Racing,Sports",,Alfredo Genovese,"Bolide Tracks #1: Roma, Italian GP, and O Copo, Brazilian GP,Bolide Tracks #2: Bugeleisenring, German GP, and Tsunami, Japanese GP",Sports: Auto Racing,"Ghenos Games,Rio Grande Games",6.56299,633
20881,6,45,12,3,45,You Must Be an Idiot!,45,2005,,"Bluffing,Humor,Party Game,Trivia",,Stephen Glenn,,,R&R Games,5.79046,194
20889,2,30,12,2,30,Great War at Sea: Jutland,30,2006,"Michael Bennighof,Beth Donahue,Susan Robinson,Terry Moore Strickland","Nautical,Wargame,World War I",,"Michael Bennighof,Doug McNair","Great War at Sea:  South China Sea,Great War at Sea: Airships,Great War at Sea: Bay of Bengal,Great War at Sea: Black Waters,Great War at Sea: C.S. Navy Plan Blue,Great War at Sea: Central Powers,Great War at Sea: Confederate States Navy (Second Edition),Great War at Sea: Dutch East Indies,Great War at Sea: High Seas Fleet,Great War at Sea: Prizes of War,Great War at Sea: Reichsmarine,Great War at Sea: Sea of Troubles,Great War at Sea: U.S. Navy Plan Gray,Great War at Sea: U.S. Navy Plan Scarlet,Great War at Sea: Zeppelins",Great War at Sea,Avalanche Press Ltd.,7.23407,135
20906,4,60,12,2,60,Nature of the Beast: Farm vs. Forest,60,2005,,"Animals,Card Game",,"Mark Anticole,Matthew Anticole",Nature of the Beast: Kickstarter Exclusive Promo Card Set,Nature of the Beast,"Eye-Level Entertainment, LLP",6.5001,101
20907,4,60,12,2,60,Nature of the Beast: City vs. Suburb,60,2005,,"Animals,Card Game",,"Mark Anticole,Matthew Anticole",Nature of the Beast: Kickstarter Exclusive Promo Card Set,Nature of the Beast,"Eye-Level Entertainment, LLP",6.63119,109
20952,4,20,3,2,20,UNO Junior,20,1992,Kinetic,"Animals,Card Game,Children's Game,Number",,(Uncredited),,UNO,Mattel,5.77077,130
20953,4,30,6,2,20,Piratissimo,30,2005,"Barbara Kinzebach,Anne Pätzke","Children's Game,Nautical,Pirates",,Manfred Ludwig,,,"Compaya.hu - Gamer Café Kft.,Egmont Polska,Pegasus Spiele,Rio Grande Games,Selecta Spielzeug,Swan Panasia Co., Ltd.",5.83032,127
20963,5,180,10,2,180,Fury of Dracula (second edition),180,2005,"Ed Bourelle,Anders Finér,Andrew Navaro,Scott Nicely","Adventure,Deduction,Fighting,Horror,Novel-based",,"Stephen Hand,Kevin Wilson",,Vampires,"Delta Vision Publishing,Devir,Fantasy Flight Games,Galakta,Heidelberger Spieleverlag,Hobby World,Smart Ltd,Stratelibri,Ubik",7.19938,8204
20966,5,20,7,2,20,Queen of the Cupcakes,20,2005,,"Card Game,Mythology",,Reiner Knizia,,"Food / Cooking,Monsters","Egmont Polska,Playroom Entertainment",5.80871,225
21012,4,15,8,2,15,Pentago XL,15,2005,"Mårten Skoger,Joel Ydring",Abstract Strategy,,"Pål Keller Carlquist,Tomas Flodén",,"n in a row,Pentago","KOSMOS,Mindtwister AB,Tactic",6.11689,74
21015,8,15,8,3,15,Jungle Speed Flower Power,15,2005,,"Action / Dexterity,Card Game,Party Game",,"Thomas Vuarchex,Pierrick Yakovenko",Jungle Speed Flower Power Katmandou,"Flowers,Jungle Speed Series",Asmodee,6.55686,51
21022,9,45,12,4,45,Objets Trouvés,45,2005,,"Action / Dexterity,Card Game,Party Game,Trivia,Word Game",,Philippe des Pallières,,,"Asmodee,Ravensburger Spieleverlag GmbH",6.70483,269
21040,2,120,12,2,120,Waterloo: The Fate of France,120,2007,Art Lupinacci,"Napoleonic,Wargame",,Rob Beyma,,Country: France,L2 Design Group,6.08235,51
21050,2,180,12,2,60,Combat Commander: Europe,180,2006,"Lee Brimmicombe-Wood,Chad Jensen,Rodger B. MacGowan,Leland Myrick,Mark Simonitch","Wargame,World War II",,Chad Jensen,"Combat Commander: Battle Pack #1 – Paratroopers,Combat Commander: Battle Pack #2 – Stalingrad,Combat Commander: Battle Pack #3 – Normandy,Combat Commander: Battle Pack #5 – The Fall of the West,Combat Commander: Battle Pack #6 – Sea Lion,Combat Commander: Battle Pack #7 – Leader of Men: Tournament Battle Pack,Combat Commander: Mediterranean,Combat Commander: Resistance!",Combat Commander Series,"GMT Games,Devir",7.92139,4352
21051,2,20,12,2,20,Tooor!,20,2005,"Michael Menzel,Anke Pohl,Thilo Rick",Sports,,Oliver Abendroth,,"Kosmos two-player series,Sports: Football / Soccer","Competo / Marektoy,KOSMOS",5.6,70
21061,6,10,9,2,10,Go/Stop,10,2005,,"Bluffing,Card Game",,Taiju Sawada,,,"B2FGames LLC.,Japon Brand,Late Toccobushi Game Club",6.19833,60
21072,6,30,8,2,30,Santoska,30,2005,,"Card Game,Memory",,Hans van der Veen,,,(Self-Published),6.70536,56
21123,6,90,8,2,90,Monopoly: Disney/Pixar,90,2005,,"Children's Game,Economic,Movies / TV / Radio theme,Negotiation",,(Uncredited),,"Celebrities: Walt Disney,Monopoly,Movies: Ratatouille,Pixar Cars","Hasbro,Parker Brothers",4.74819,83
21133,2,60,12,2,60,Infinity,60,2005,Aleksi Briclot,"Book,Fighting,Miniatures,Science Fiction",,Gutier Lusquiños Rodríguez,"Infinity Campaign: Paradiso,Infinity: Human Sphere,Infinity: Operation Red Veil,Infinity: USAriadna Army Pack",,Corvus Belli,8.097,534
21149,4,1800,12,2,1800,War of the Suns,1800,2013,"Nicolás Eskubi,Mark Mahaffey,Bruce Yearian","Wargame,World War II",,Leonard To,,"Country: China,International Games Series,Solitaire Games,Solitaire Wargames",Multi-Man Publishing,7.26569,51
21150,4,45,10,3,45,Stack Market,45,2004,Ryo Nakamura,"Action / Dexterity,Dice",,Susumu Kawasaki,,,"Grimpeur,Japon Brand,Z-Man Games",5.52485,342
21182,6,300,14,2,300,1850,300,2005,,"Economic,Trains,Transportation",,Bill Dixon,,"18xx,Country: USA","Deep Thought Games, LLC",7.39577,71
21209,8,15,0,2,15,Thin Ice,15,1997,,"Action / Dexterity,Party Game",,Jacob Davenport,,Looney Pyramids,"(Web published),Looney Labs",5.18627,51
21219,5,30,10,2,30,Red Hot Silly Dragon,30,2005,Olivier Fagnère,"Adventure,Card Game,Fantasy,Mythology",,"Guillaume Blossier,Frédéric Henry",,Animals: Dragons,Tilsit,5.72577,97
21239,5,45,10,3,45,Rocketville,45,2006,"Joe Chiodo,Dan Colavito,Dan McCormack,Peter Whitley","Political,Science Fiction",,Richard Garfield,,,Avalon Hill (Hasbro),5.0799,561
21241,4,30,13,1,30,Neuroshima Hex!,30,2006,"Mateusz Bielski,Piotr Cieśliński,Piotr Foksowicz,Jakub Jabłoński,Tomasz Jedruszek,Łukasz Lalko","Fighting,Science Fiction",,Michał Oracz,"Neuroshima Hex! Alabama Mercenaries,Neuroshima Hex! Assassin,Neuroshima Hex! Babel13,Neuroshima Hex! Babel13 Artillery Outpost ""THUNDER"",Neuroshima Hex! Carriers,Neuroshima Hex! Dancer,Neuroshima Hex! Death Breath,Neuroshima Hex! Doomsday Machine 1.0,Neuroshima Hex! Doomsday Machine 3.0,Neuroshima Hex! Duel Chain Reaction Cards,Neuroshima Hex! Generator Pola,Neuroshima Hex! Kafle terenów,Neuroshima Hex! Karty Taktyczne,Neuroshima Hex! Mad Bomber,Neuroshima Hex! Mephisto,Neuroshima Hex! Mississippi,Neuroshima Hex! Neojungle,Neuroshima Hex! New York,Neuroshima Hex! Nocny Łowca,Neuroshima Hex! Sharrash,Neuroshima Hex! Smart,Neuroshima Hex! Steel Police,Neuroshima Hex! The Pear,Neuroshima Hex! Transport Base,Neuroshima Hex! Uranopolis,Neuroshima Hex! Vegas,Neuroshima Hex! Żetony promocyjne – zestaw I","From RPG books to board games,Neuroshima","Portal Games,FunBox Jogos,Heidelberger Spieleverlag,HomoLudicus,IELLO,Rocks Games,Stratelibri,Z-Man Games",7.45079,9742
21249,5,30,8,3,30,Recess!,30,2006,"Alexander Bradley,Michelle Nephew","Fighting,Humor,Religious",,Morgan Dontanville,,,Atlas Games,5.2,96
21276,5,60,12,3,60,Grand Tribunal,60,2006,"Alexander Bradley,Michelle Nephew",Fantasy,,Phil R. Chase,,From RPG books to board games,Atlas Games,5.50341,88
21286,6,30,9,2,30,Parlay,30,2006,,"Bluffing,Card Game,Word Game",,"Paul Sturgis,Jennifer Sturgis",,,Real Deal Games,6.0598,153
21287,4,90,10,2,90,Bison: Thunder on the Prairie,90,2006,"Marek Szyszko,Franz Vohwinkel","American West,Animals,Territory Building",,"Michael Kiesling,Wolfgang Kramer",,Country: USA,"Devir,Egmont Polska,Mayfair Games,Phalanx Games B.V.",6.39099,1151
21293,5,30,10,2,30,Celtica,30,2006,Eckhard Freytag,"Fantasy,Medieval",,"Michael Kiesling,Wolfgang Kramer",,"Admin: Better Description Needed!,Country: Ireland","Ravensburger Spieleverlag GmbH,Rio Grande Games",5.59363,665
21294,8,30,8,3,30,NoNo,30,2006,Michael Schacht,"Card Game,Dice,Trivia,Word Game",,Michael Schacht,,,"Albi,Phalanx Games B.V.",5.71094,64
21324,2,30,8,2,30,Abande,30,2005,"Günter Cornett,Néstor Romeral Andrés",Abstract Strategy,Tactic Blue,Dieter Stein,Abande²,Combinatorial,"(Web published),Bambus Spieleverlag,nestorgames",7.04593,86
21331,8,60,13,3,60,Quip It!,60,2005,,"Bluffing,Deduction,Electronic,Humor,Party Game",,"Craig Kinzer,Dave Long (I)",,DVD Board Games,"Screenlife, LLC",4.96897,58
21342,7,30,8,2,30,The Great Chili Cookoff,30,2006,Melissa Erwin,Card Game,,Dan Baden,,Food / Cooking,Jolly Roger Games,5.90398,171
21343,6,30,10,3,30,Graverobbers,30,2006,Melissa Erwin,Card Game,,Carlo A. Rossi,,,Jolly Roger Games,5.71063,80
21348,5,60,8,2,30,Ticket to Ride: Märklin,60,2006,"Cyrille Daujean,Julien Delval","Trains,Transportation,Travel",,Alan R. Moon,"Les Aventuriers du rail à Lyon (fan expansion to Ticket to Ride),Les Aventuriers du rail en Belgique (fan expansion to Ticket to Ride),Bretagne (fan expansion for Ticket to Ride),Britain & Ireland (fan expansion to Ticket To Ride: Europe),Canada (fan expansion to Ticket to Ride),Castilla y León (fan expansion for Ticket to Ride),Alsace (fan expansion for Ticket to Ride),China (fan expansion for Ticket to Ride),Cuba: Region Occidental (fan expansion for Ticket to Ride),The Emerald City (fan expansion to Ticket to Ride),Extension France (fan expansion for Ticket to Ride),Holland (fan expansion for Ticket to Ride),Holland Express (fan expansion for Ticket to Ride),Indiana (fan expansion to Ticket to Ride),Italy (fan expansion for Ticket to Ride),Italy (fan expansion for Ticket to Ride),Italy (fan expansion for Ticket to Ride),Japan (fan expansion to Ticket To Ride),Komorów (fan expansion to Ticket to Ride),Lietuva (fan expansion for Ticket to Ride),London Underground (fan expansion to Ticket to Ride),North-Africa (fan expansion for Ticket to Ride),Ohio (fan expansion to Ticket to Ride),Östergötland in the 1930's (fan expansion to Ticket to Ride),Österreich Karte: Zug um Zug (fan expansion for Ticket to Ride),Portugal (fan expansion for Ticket to Ride),Québec et l'Est du Canada (fan expansion to Ticket to Ride),Quebec Province (fan expansion for Ticket to Ride),Reise durch Ägypten (fan expansion for Ticket to Ride),Russian Empire 1912 (fan expansion to Ticket to Ride),Scandinavia (fan expansion to Ticket to Ride),Seattle (fan expansion for Ticket to Ride),Sweden (fan expansion for Ticket to Ride),Ticket to Finland (fan expansion for Ticket to Ride),Ticket to Ride Map Collection: Volume 1 – Team Asia & Legendary Asia,Ticket to Ride Map Collection: Volume 2 – India & Switzerland,Ticket to Ride Map Collection: Volume 3 – The Heart of Africa,Ticket to Ride Map Collection: Volume 4 – Nederland,Ticket to Ride Map Collection: Volume 5 – United Kingdom & Pennsylvania,Ticket to Ride: Alvin & Dexter,Ticket to Ride: Europa 1912,Ticket to Ride: The Dice Expansion,UK (fan expansion to Ticket to Ride),UK (fan expansion to Ticket to Ride),UK Cynical Edition (fan expansion for Ticket to Ride),UK version 2.0 (fan expansion to Ticket to Ride),Ukraine (fan expansion to Ticket to Ride),USSR (fan expansion for Ticket to Ride),Wild Wild West (fan expansion for Ticket to Ride)","Cities: Bremerhaven,Country: Germany,Ticket to Ride",Days of Wonder,7.41278,7727
21358,10,240,0,2,240,Savage Worlds,240,2003,"Timo Grubing,Björn Lensig,Zeke Sparks,Cheyenne Wright",Miniatures,,Shane Lacy Hensley,Tour of Darkness,,"Pinnacle Entertainment Group,Prometheus Games",8.07409,137
21373,8,60,10,2,60,Federation Commander:  Romulan Border,60,2006,,"Movies / TV / Radio theme,Science Fiction,Wargame",,Stephen V. Cole,"Deluxe Space Battle Maps,Federation Commander Tactics Manual,Federation Commander:  Boosters,Federation Commander:  Klingon Attack,Federation Commander:  Romulan Attack,Federation Commander: Battleships Attack,Federation Commander: Briefing  #1,Federation Commander: Briefing #2,Federation Commander: Distant Kingdoms,Federation Commander: Hydran Attack,Federation Commander: Orion Attack,Federation Commander: Reference Rulebook,Federation Commander: Reinforcements Attack,Federation Commander: Tholian Attack,Federation Commander: Transports Attacked,Federation Commander: War and Peace,Star Fleet Battles: Module H1 – Megahex","Federation Commander,Star Fleet Universe,Star Trek","Amarillo Design Bureau, Inc.",7.68471,232
21380,5,90,10,3,90,Conquest of the Fallen Lands,90,2005,Josh Cappel,"Fantasy,Medieval",,Andrei Burago,,,"Assa Games,Neskuchnie igri (Нескучные игры)",6.83182,723
21382,6,30,10,2,30,In10sity,30,2005,"Damon S. Brown,Allison Kline",Trivia,,"Aaron Weissblum,Mike Zarren",,,SimplyFun,5.65556,54
