game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,artist,category,compilation,designer,expansion,family,publisher,average_rating,users_rated
1,5,240,14,3,240,Die Macher,240,1986,Marcus Gschwendtner,"Economic,Negotiation,Political",,Karl-Heinz Schmiel,,"Country: Germany,Valley Games Classic Line","Hans im Glück Verlags-GmbH,Moskito Spiele,Valley Games, Inc.",7.66508,4498
2,4,30,12,3,30,Dragonmaster,30,1981,Bob Pepper,"Card Game,Fantasy",,"G. W. ""Jerry"" D'Arcey",,Animals: Dragons,"E.S. Lowe,Milton Bradley",6.60815,478
3,4,60,10,2,30,Samurai,60,1998,Franz Vohwinkel,"Abstract Strategy,Medieval",,Reiner Knizia,,"Asian Theme,Country: Japan,Knizia tile-laying trilogy,Samurai","999 Games,ABACUSSPIELE,Astrel Games,Ceilikan Jogos,Descartes Editeur,Edge Entertainment,Fantasy Flight Games,Galakta,Hans im Glück Verlags-GmbH,Hobby Japan,Lacerta,Lautapelit.fi,Rio Grande Games,Skandinavisk  Spil Kompagni,Wargames Club Publishing",7.44119,12019
4,4,60,12,2,60,Tal der Könige,60,1992,,Ancient,,Christian Beierer,,"Country: Egypt,Promotional Board Games",KOSMOS,6.60675,314
5,6,90,12,3,90,Acquire,90,1964,"Scott Okumura,Peter Whitley",Economic,,Sid Sackson,,3M Bookshelf Series,"3M,Avalon Hill,Avalon Hill (Hasbro),Dujardin,Grow Jogos e Brinquedos,PS-Games,Schmidt France,Schmidt International,Schmidt Spiele,Selecta Spel en Hobby,Smart Games, Inc.",7.3583,15195
6,6,240,12,2,240,Mare Mediterraneum,240,1989,Jean du Poël,"Civilization,Nautical",,Jean du Poël,,Cities: Marseille,Historien Spiele Galerie (Historien Spielegalerie),6.52534,73
7,2,20,8,2,20,Cathedral,20,1978,S. Mattusek,Abstract Strategy,,Robert P. Moore,,"Combinatorial,Polyominoes","Brightway Products Ltd,Falomir Juegos,Family Games, Inc.,Gazebo Games UK Ltd.,Gigamic,Holzinsel,Lagoon Games,Mattel,Robert P. Moore Games,Yangxin Industrial Company Limited",6.50534,2751
8,5,120,12,2,120,Lords of Creation,120,1993,Bryan King,"Civilization,Fantasy",,Martin Wallace,,,"Vendetta,Warfrog Games",6.14538,186
9,4,90,13,2,90,El Caballero,90,1998,Doris Matthäus,Exploration,,"Wolfgang Kramer,Richard Ulrich",,El Grande,"999 Games,Hans im Glück Verlags-GmbH,Rio Grande Games",6.51776,1263
10,6,60,10,2,60,Elfenland,60,1998,Doris Matthäus,"Fantasy,Travel",,Alan R. Moon,"Elfengold,Elfenland: Back to the Roads,Elfenland: Der Elfen-Zauberer,Stadt Land Spielt Limitierte Sonderdrucke 2013","Elfen Travel,Fairies, Elves and Pixies","999 Games,AMIGO Spiel + Freizeit GmbH,Corfix,Hobby World,Midgaard Games,Rio Grande Games",6.74996,6729
11,7,45,13,2,45,Bohnanza,45,1997,"Fréderic Bertrand,Marek Bláha,Andrea Boekhoff,Klemens Franz,Oliver Freudenreich,Inge George,Guido Hoffmann,Alexander Jung,Harald Lieske,Atelier Löwentor,Doris Matthäus,Björn Pertoft,Uwe Rosenberg,Johann Rüttinger,Barbara Stachuletz,Franz Vohwinkel,Markus Wagner","Card Game,Farming,Negotiation",,Uwe Rosenberg,"Auf der schwäb'schen Eisenbohn,Bohn Camillo,Bohnanza Erweiterungs-Set,Bohnanza Erweiterungs-Set (Revised Edition),Bohnanza: Amigo Bohnentaler,Bohnanza: Bean Market,Bohnanza: Bohnaparte & High Bohn,Bohnanza: Das Fanbuch,Bohnanza: Die Jokerbohnen,Bohnanza: Princes & Pirates,Bohnanza: Spiderbeans,Bohnaparte,Bohnedikt,Bohnedikt (2016 Edition),Bohnröschen,Brettspiel Adventskalender 2015,Dschingis Bohn,Fasolki: Rozszerzenie,High Bohn,High Bohn Plus,High Bohn: Bohnenduell um 12 Uhr mittags,La Isla Bohnitâ,Ladybohn,Mutabohn,Telebohn","Bohnanza,Lookout Bean Games","AMIGO Spiel + Freizeit GmbH,999 Games,Brain Games,Copag - Cia. Paulista de Artes Gráficas,Corfix,G3,Gigamic,Kaissa Chess & Games,Kikigagne?,Korea Boardgames co., Ltd.,Lautapelit.fi,Lifestyle Boardgames Ltd,Lookout Games,Mercurio,Midgaard Games,Möbius Games,Piatnik,Rio Grande Games,Stratelibri,Swan Panasia Co., Ltd.,Tempo Games",7.06751,28354
12,5,60,12,2,45,Ra,60,1999,"Allison Kline,Franz Vohwinkel","Ancient,Mythology",,Reiner Knizia,,"Alea Big Box,Country: Egypt,Ra","alea,Ravensburger Spieleverlag GmbH,999 Games,ABACUSSPIELE,Edge Entertainment,Korea Boardgames co., Ltd.,New Games Order, LLC,Rio Grande Games,Swan Panasia Co., Ltd.,Überplay,Windrider Games",7.47505,15378
13,4,120,10,3,60,Catan,120,1995,"Volkan Baga,Tanja Donner,Pete Fenlon,Jason Hawkins,Michaela Kienle,Harald Lieske,Michael Menzel,Marion Pott,Matt Schwabel,Franz Vohwinkel,Stephen Graham Walsh",Negotiation,"CATAN 3D Collector's Edition,Catan: Big Box,Catan: Big Box,The Settlers of Catan: 15th Anniversary Wood Edition",Klaus Teuber,"20 Jahre Darmstadt Spielt,Brettspiel Adventskalender 2015,Catakatoa,Catan Austria / Wien meets Catan,Catan Geographies: Austria,Catan Geographies: Bayern Edition,Catan Geographies: Corsica,Catan Geographies: Georgia,Catan Geographies: Kennessee,Catan Geographies: Mallorca,Catan Geographies: North Rhine – Westphalia,Catan Geographies: Settlers of Hesse,Catan Länderszenarien: Polen,Catan Länderszenarien: Rickshaw Run,Catan Scenarios: Big Game Big Honor,Catan Scenarios: Catanimals,Catan Scenarios: Frenemies,Catan Scenarios: Helpers of Catan,Catan Scenarios: Oil Springs,Catan Scenarios: Santa Claus,Catan World Championship Berlin 2014 Special,Catan: 5-6 Player Extension,Catan: 999 Games 25 jaar Expansion,Catan: Catan Day 2015 Exclusive Expansion,Catan: Cities & Knights,Catan: Cities & Knights – 5-6 Player Extension,Catan: Delmarva,Catan: Event Cards,Catan: Explorers & Pirates,Catan: Explorers & Pirates – 5-6 Player Extension,Catan: Indiana & Ohio,Catan: New England,Catan: New York,Catan: Penn/Jersey,Catan: Playmat Desert,Catan: Playmat Gold,Catan: Seafarers,Catan: Seafarers – 5-6 Player Extension,Catan: Seefahrer – 20 Jahre Jubiläums-Edition,Catan: Szenarien für Seefahrer – Die Legende der Seeräuber,Catan: The Carolinas,Catan: Traders & Barbarians,Catan: Traders & Barbarians – 5-6 Player Extension,Catan: World Championship Durango 2016 Special,Der Hafenmeister,Heroes & Capitols (fan expansion for Settlers of Catan),Hexen, Zauberer & Drachen (Fan expansion to Catan: Cities and Knights),Katani  pankur,Kirche, Glaube & Reformation (Fan expansion to Catan: Cities and Knights),De Kolonisten van Catan: De Diamanten,De Kolonisten van Catan: De drie Handelsteden van Noord-Nederland,De Kolonisten van Catan: De Koloniën,De Kolonisten van Catan: De Specialisten,De Kolonisten van Catan: De Wereldwonderen,De Kolonisten van Catan: De Woestijnruiters,De Kolonisten van Catan: Het Grote Kanaal,Mayfair Game Variants & Mini-Expansions Set #1,Die Pioniere (fan expansion for The Settlers of Catan),Saggsen-Gadan: De säggs'schn Siedler / Catan-OFFENSIVE in Chemnitz,The Settlers of Catan: The Fishermen of Catan,The Settlers of Catan: The Great River,Settlers of New Catan (and extra modules),Die Siedler von Catan: Atlantis – Szenarien & Varianten,Die Siedler von Catan: Das Buch zum Spielen,Die Siedler von Catan: Der Schokoladenmarkt,Die Siedler von Catan: Die große Karawane,Die Siedler von Catan: Hispania Edition,Die Siedler von Catan: Historische Szenarien,Die Siedler von Catan: Historische Szenarien II,Die Siedler von Catan: Hochzeitsturm,Die Siedler von Catan: Renaissance in der Steiermark & Burgbau auf Chaffenberch,Die Siedler von Catan: Rincewind und der Tourist  /  Die Gilden von Ankh-Morpork,Die Siedler von Catan: Schätze, Drachen & Entdecker,Die Siedler von Catan: Thüringen Edition,Die Siedler von Luxemburg,World Wonders (fan expansion to Catan)","Catan,Promotional Board Games","KOSMOS,999 Games,Albi,Astrel Games,Bergsala Enigma,Brain Games,Capcom Co., Ltd.,Catan Studio,Competo / Marektoy,danspil,Descartes Editeur,Devir,Dexy Co,Eurogames,Filosofia Éditions,Galakta,Giochi Uniti,GP Games,Grow Jogos e Brinquedos,HaKubia,Hanayama,Hobby World,Ideal Board Games,IntelliGames.BG,Ísöld ehf.,Kaissa Chess & Games,Korea Boardgames co., Ltd.,L&M Games,Laser plus,Lautapelit.fi,Logojogos,Mayfair Games,Ninive Games,Piatnik,Smart Ltd,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Top Toys,TRY SOFT",7.26569,67655
14,4,25,10,3,25,Basari,25,1998,"John Kovalic,Lüders & Baran,Stefan Theurer",Negotiation,,Reinhard Staupe,,Mensa Select,"F.X. Schmid,New Games Order, LLC,Out of the Box Publishing",6.78156,1476
15,6,90,12,2,90,Cosmic Encounter,90,1977,"John Blanche,Chris Ferguson,Anders Jeppsson,Dean Morrissey,Paul Render,Lori Walls","Bluffing,Negotiation,Science Fiction",,"Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka","Cosmic Encounter: Expansion Set #1,Cosmic Encounter: Expansion Set #2,Cosmic Encounter: Expansion Set #3,Cosmic Encounter: Expansion Set #4,Cosmic Encounter: Expansion Set #5,Cosmic Encounter: Expansion Set #6,Cosmic Encounter: Expansion Set #7,Cosmic Encounter: Expansion Set #8,Cosmic Encounter: Expansion Set #9,Cosmic Encounter: White Dwarf Magazine Expansion,Rencontre Cosmique: Extension No. 1","Admin: Better Description Needed!,Cosmic Encounter","Alga,ASS Altenburger Spielkarten,Descartes Editeur,Eon,Games Workshop Ltd.,Grow Jogos e Brinquedos,Tsukuda Hobby / Original,West End Games",6.9347,3629
16,4,60,12,3,60,MarraCash,60,1996,"Marion Pott,Oliver Vogel",Economic,,Stefan Dorra,,"Admin: Better Description Needed!,Cities: Marrakech,Country: Morocco",KOSMOS,6.84341,877
17,2,5,10,2,5,Button Men,5,1999,"Pete Abrams,Gerald Brom,Larry Elmore,Phil Foglio,Ryan Kinnaird,John Kovalic,John Nephew,Michelle Nephew,Brian Snoddy,Cheyenne Wright,Andrew Yates","Collectible Components,Dice,Fighting,Print & Play",,James Ernest,,Vampires,"(Unknown),Atlas Games,Cheapass Games,Five Rings Publishing Group,Guardians of Order,Looney Labs,Studio Foglio,Truant Spiele",6.3087,724
18,8,120,12,2,45,RoboRally,120,1994,"Peter Bergting,Bob Carasca,Phil Foglio,Daniel Gelon,Jennifer Lathrop,Paul Sottosanti,Franz Vohwinkel,Peter Whitley","Miniatures,Racing,Science Fiction",,Richard Garfield,"RoboRally: Armed and Dangerous,RoboRally: Crash and Burn,RoboRally: Grand Prix,RoboRally: King of the Hill,RoboRally: Radioactive",Robots,"999 Games,AMIGO Spiel + Freizeit GmbH,Avalon Hill (Hasbro),Hasbro,Play Factory,Wizards of the Coast",7.15355,19371
19,4,45,9,2,30,Wacky Wacky West,45,1991,"Chris McGloughlin,Franz Vohwinkel","American West,Bluffing,City Building",,Klaus Teuber,,,"Hans im Glück Verlags-GmbH,Mayfair Games",6.31166,1459
20,4,90,12,2,90,Full Metal Planète,90,1988,Pascal Trigaux,Science Fiction,,"Gérard Delfanti,Gérard Mathieu,Pascal Trigaux",Full Metal Planete: Plateau Modulaire,Admin: Better Description Needed!,Ludodélire,7.43592,602
22,16,240,12,1,240,Magic Realm,240,1979,"George Goebel,Kim Grommel,Richard Hamblen,Randall C. Reed,Chris White (I)","Adventure,Exploration,Fantasy",,Richard Hamblen,,Solitaire Games,"(Self-Published),Avalon Hill",7.14384,1709
23,6,360,12,2,360,Divine Right,360,1979,"Kenneth Rahman,David C. Sutherland, III,David A. Trampier","Fantasy,Political,Wargame",,"Glenn Rahman,Kenneth Rahman",,,"Right Stuf,TSR",6.95654,483
24,6,240,12,2,240,Twilight Imperium,240,1997,Bill Heagy,"Civilization,Negotiation,Political,Science Fiction,Space Exploration,Wargame",,Christian T. Petersen,"Twilight Imperium: Borderlands,Twilight Imperium: Distant Suns,Twilight Imperium: The Outer Rim",Twilight Imperium,Fantasy Flight Games,6.66812,667
25,6,200,12,2,200,Battlemist,200,1998,"Bill Heagy,Christian T. Petersen","Exploration,Fantasy,Wargame",,Christian T. Petersen,Battlemist: The Sails of War,"4X games,The Realms of Terrinoth",Fantasy Flight Games,5.93231,308
26,6,360,12,3,360,Age of Renaissance,360,1996,"Stephen Langmead,Kurt Miller","Civilization,Economic,Medieval,Renaissance",,"Don Greenwood,Jared Scarborough",,"Cities: Genova,Cities: Naples,Cities: Venice","Avalon Hill,Descartes Editeur",7.0993,1944
27,6,340,12,2,340,Supremacy,340,1984,,"Economic,Political,Wargame",,Robert J. Simpson,"Supremacy:  Boomers – Warlords and Pirates Blister Pack,Supremacy:  Tanks – Warlords and Pirates Blister Pack,Supremacy: Boomers – Ballistic Missile Subs,Supremacy: Colonial Legions and Merchant Marine,Supremacy: Field Marshall's Handbook,Supremacy: Fortuna,Supremacy: High-Tech Edge for Conventional Forces,Supremacy: High-Tech Edge for Strategic Forces,Supremacy: Main Battle Tanks,Supremacy: Mega Map,Supremacy: Mega Supremacy – Challenge of the New World Order,Supremacy: Neutron Bombs and Killer Satellites,Supremacy: Resource Deck 2,Supremacy: The Middle Powers,Supremacy: The Unconventional Forces,Supremacy: Warlords and Pirates of the Neutral Zones",,"Descartes Editeur,Grow Jogos e Brinquedos,Supremacy Games",5.57724,1201
28,8,180,12,2,60,Illuminati:  Deluxe Edition,180,1987,"Jeffrey D. George,John Grigni,C. Mara Lee,Carl Manz,Dave Martin,Shea Ryan,Dan Smith,Czeslaw Sornat,Cliff Van Meter","Card Game,Humor,Negotiation,Political",,Steve Jackson (I),"Illuminati: Bavarian Fire Drill,Illuminati: Brainwash,Illuminati: Mutual Assured Distraction,Illuminati: Unconstitutional! Promo Card,Illuminati: Y2K",Illuminati,"Descartes Editeur,Devir,Edge Entertainment,Finnish Game House,Laurin Verlag,Pegasus Spiele,Queen Games,Raven Distribution,Steve Jackson Games,Ubik",6.5289,4274
29,4,120,10,2,120,Terrain Vague,120,1993,Jacques Tardi,"Fighting,Humor",,"Franck Parcabe,Roland Scaron",,Admin: Better Description Needed!,Ludodélire,6.66639,61
30,4,90,10,1,90,Dark Tower,90,1981,Bob Pepper,"Adventure,Electronic,Exploration,Fantasy,Fighting",,"Roger Burten,Alan Coleman,Vincent A. A. J. Erato",,3D Games,Milton Bradley,6.6435,1052
31,5,90,10,2,90,Dark World,90,1992,Chris Baker,"Adventure,Exploration,Fantasy,Fighting,Miniatures",,Eamon Bloomfield,"Dark World: Dragon's Gate,Dark World: Village of Fear","3D Games,Admin: Better Description Needed!,Das Schwarze Auge","AS Company,Canada Games,Crown & Andrews Ltd.,Diset S. A.,Kod Kod,Mattel,Schmidt France,Schmidt Spiele,Selecta Spel en Hobby,Waddington's Games, Inc.",5.18525,590
32,2,30,8,2,30,Bison,30,1975,Lisa Plangger,"Abstract Strategy,American West",,Alex Randolph,,Lakeside Abstract Series,"Action GT,BHS Games,Lakeside,Pelikan,Piatnik,Schmidt Spiele,Venice Connection,Winning Moves France",6.04137,182
34,8,180,12,1,180,Arkham Horror,180,1987,Tom Sullivan,"Adventure,Horror,Novel-based",,"Charlie Krank,Richard Launius,Sandy Petersen,Lynn Willis",,Cthulhu Mythos,"Chaosium,Descartes Editeur,Hobby Japan",6.56386,453
36,8,300,12,2,300,Federation & Empire,300,1986,"William H. Keith, Jr.,David Martin (II)","Science Fiction,Wargame",,Stephen V. Cole,"Captain's Log #10,Captain's Log #11,Captain's Log #13,Captain's Log #15,Captain's Log #16,Captain's Log #29,Captain's Log #8,Captain's Log #9,Federation & Empire ISC War,Federation & Empire: Advanced Operations,Federation & Empire: Carrier War,Federation & Empire: Combined Operations,Federation & Empire: Fighter Operations,Federation & Empire: Minor Empires,Federation & Empire: Module 1 – Special Operations,Federation & Empire: Module 2 – Marine Assault,Federation & Empire: Planetary Operations,Federation & Empire: Reinforcements,Federation & Empire: Strategic Operations,Federation and Empire: The Hurricane,Star Fleet Battles: Captain's Module P1,Star Fleet Battles: Captain's Module P3 – Scenarios – 1","Federation & Empire,Star Fleet Universe,Star Trek","Amarillo Design Bureau, Inc.,Task Force Games",6.23239,355
37,4,120,12,2,120,Dragon Masters,120,1991,Christos Achilleos,"Fantasy,Wargame",,Ian Livingstone,Dragon Masters Expansion,"Animals: Dragons,Warhammer Fantasy Board Games",Games Workshop Ltd.,5.69731,130
38,4,30,10,2,30,Runes,30,1981,"Linda Bound,Franz-Josef Schulte","Deduction,Word Game",,"Bill Eberle,Jack Kittredge,Peter Olotka",,Admin: Better Description Needed!,"Eon,franjos Spieleverlag",6.06707,82
39,4,60,12,2,60,Darkover,60,1979,Hannah M. G. Shapero,"Bluffing,Fantasy,Novel-based",,"Bill Eberle,Jack Kittredge,Peter Olotka",,Admin: Better Description Needed!,Eon,5.22865,96
40,4,120,12,2,120,Borderlands,120,1982,"Frank Frazetta,Dean Morrissey","Bluffing,Civilization,Fantasy,Negotiation,Political",,"Bill Eberle,Jack Kittredge,Peter Olotka","Borderlands Expansion Set #1,Borderlands Expansion Set #2",,"Edition Spielkunst,Eon,Tsukuda Hobby / Original,Welt der Spiele",6.77517,254
41,4,30,9,2,30,Can't Stop,30,1980,"Gabriel Laulunen (II),Walter Pepperle,Klaus Wilinski",Dice,,Sid Sackson,Can't Stop: Rollin' Down the Highway,,"Asmodee,Borras Plana S.A.,Clipper,Eagle-Gryphon Games,Editrice Giochi,Face2Face Games,franjos Spieleverlag,Miro Company,New Games Order, LLC,Palitoy Ltd.,Parker Brothers,Ravensburger Spieleverlag GmbH",6.85659,9095
42,4,90,12,2,90,Tigris & Euphrates,90,1997,"Bascu,Christine Conrad,Doris Matthäus,Tom Thiel,Ricarda Thiel,Stephen Graham Walsh","Abstract Strategy,Ancient,Civilization,Territory Building",,Reiner Knizia,Euphrat & Tigris: Die Zikkurat,"Desert Theme,Knizia tile-laying trilogy,Middle Eastern Theme,Rivers: Euphrates,Rivers: Tigris,Tigris & Euphrates","Hans im Glück Verlags-GmbH,999 Games,Devir,Edge Entertainment,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,Lacerta,Matagot,Mayfair Games,Pegasus Spiele,Smart Ltd,Top Licence Games,Wargames Club Publishing",7.72379,20166
43,6,90,12,2,90,Airlines,90,1990,Christian Schütte,"Aviation / Flight,Economic",,Alan R. Moon,,,ABACUSSPIELE,6.61065,346
44,6,60,8,3,60,David & Goliath,60,1998,"Alexander Bradley,Oliver Freudenreich",Card Game,,Reinhard Staupe,,,"Berliner Spielkarten,Pegasus Spiele,Playroom Entertainment,Wargames Club Publishing",6.4529,1418
46,6,60,10,2,60,Medici,60,1995,"David Cherry,Vincent Dutrait,Dominique Ehrhard,Franz Vohwinkel",Renaissance,,Reiner Knizia,,"Cities: Florence,Country: Italy,Knizia Florentine auction games","ABACUSSPIELE,AMIGO Spiel + Freizeit GmbH,Asmodee,Grail Games,Lui-même,Rio Grande Games",7.1502,5702
47,5,60,12,3,60,Chinatown,60,1999,"Mathieu Leyssenne,Franz Vohwinkel","City Building,Economic,Negotiation",,Karsten Hartwig,,"Alea Big Box,Asian Theme,Cities: New York (New York, USA),Filosofia Reprints","alea,Ravensburger Spieleverlag GmbH,Competo / Marektoy,Filosofia Éditions,Heidelberger Spieleverlag,Quined White Goblin Games,Z-Man Games",7.23234,5846
48,4,90,12,2,90,Krieg und Frieden,90,1999,Franz Vohwinkel,"Medieval,Political",,Gerard Mulder,,,"999 Games,La Tana dei Goblin,TM Spiele",6.13737,646
49,5,30,10,2,30,Mamma Mia!,30,1999,Franz Vohwinkel,Card Game,Mamma Mia! con Ingredientes dobles,Uwe Rosenberg,"Mamma Mia: Double Ingredients,Mamma Mia: Joker-Zutat,Stadt Land Spielt Limitierte Sonderdrucke 2015","Food / Cooking,Mamma Mia!","ABACUSSPIELE,Brain Games,cutia.ro,dV Giochi,G3,HomoLudicus,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lifestyle Boardgames Ltd,Möbius Games,Oya,PS-Games,Red Glove,Rio Grande Games,Vennerød Forlag AS",6.48827,4824
50,2,30,10,2,30,Lost Cities,30,1999,"Grafik Studio Krüger,Michaela Kienle,Anke Pohl,Thilo Rick,Claus Stephan,Franz Vohwinkel","Card Game,Exploration",,Reiner Knizia,Lost Cities: Sixth Expedition,"Archaeology,Card Games: Draw and Discard Games,Kosmos two-player series,Lost Cities","999 Games,Albi,Competo / Marektoy,Devir,Filosofia Éditions,Galakta,Kaissa Chess & Games,Korea Boardgames co., Ltd.,KOSMOS,Laser plus,Midgaard Games,Piatnik,Playhouse Ltd,Rio Grande Games,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Zvezda",7.14784,26686
51,15,30,10,1,30,Ricochet Robots,30,1999,Franz Vohwinkel,"Abstract Strategy,Maze,Puzzle,Real-time",,Alex Randolph,,"Robots,Solitaire Games","ABACUSSPIELE,Devir,Gém Klub Kft.,Hans im Glück Verlags-GmbH,Korea Boardgames co., Ltd.,Oya,Playgo Hungary,Rio Grande Games,Swan Panasia Co., Ltd.,Z-Man Games",6.99357,6278
52,3,300,14,2,300,Mighty Empires,300,1990,"Tony Ackland,Albrecht Altdorfer,Dave Andrews,Chris Baker,Paul Bonner,Colin Howard,Martin McKenna,Russ Nicholson,John Sibbick,Stephen Tappin,Kevin Walker","Fantasy,Territory Building,Wargame",,"Rick Priestley,Nigel Stillman",,Warhammer Fantasy Wargames,Games Workshop Ltd.,6.08468,449
54,4,90,13,2,90,Tikal,90,1999,"Mariusz Gandzel,Franz Vohwinkel","Exploration,Territory Building",,"Michael Kiesling,Wolfgang Kramer",Jungle Zombie,"Archaeology,Country: Guatemala,The Mask Trilogy,Promotional Board Games,Tropical theme","Ravensburger Spieleverlag GmbH,Rio Grande Games,dV Giochi,Egmont Polska,Gém Klub Kft.,Kellogg's,Maldito Games,Super Meeple",7.34313,13674
55,6,0,12,2,0,Sophie's World,0,1998,Sarah Perkins,Trivia,,"Ken Howard,Robert Hyde",,,"KOSMOS,Orion,Pontaccio,Sophisticated Games",4.93768,69
57,4,180,13,2,180,Schoko & Co.,180,1987,(Uncredited),Economic,,"Yves Hirschfeld,Gilles Monnet",,,Schmidt Spiele,6.6678,371
58,4,120,12,2,120,Kings & Things,120,1986,"Ray-Mel Cornelius,Charles Elliot (I),Loring Eutemey,Martin Hoffmann,Richard A. Johnson,Doris Matthäus,Claus Stephan,David A. Trampier,Walter Velez,Tom Wham,Kevin Wilkins","Bluffing,Exploration,Fantasy,Territory Building,Wargame",,"Doug Kaufman,Robert J. Kuntz,Tom Wham",,Admin: Better Description Needed!,"Games Workshop Ltd.,Hobby Japan,Pegasus Spiele,West End Games,Z-Man Games",6.53692,1477
59,4,90,10,3,90,Giganten,90,1999,Franz Vohwinkel,"Economic,Exploration,Industry / Manufacturing",,Wilko Manz,,"Admin: Better Description Needed!,Oil, Gas, and Petroleum",KOSMOS,6.75663,1294
60,6,90,14,3,90,Vinci,90,1999,Cyril Saint Blancat,"Ancient,Civilization,Territory Building",,Philippe Keyaerts,,,Descartes Editeur,7.13097,3712
61,6,40,10,2,40,Fossil,40,1998,Franz Vohwinkel,Ancient,,Klaus Palesch,,,"Goldsieber Spiele,Rio Grande Games",5.41618,617
62,4,120,12,1,120,Curse of the Mummy's Tomb,120,1988,"Dave Andrews,Gary Chalk,Trish Morrison,Aly Morrison,James Warhola","Adventure,Ancient,Horror",,Stephen Hand,Curse of the Mummy's Tomb: In Search of Eternity,"3D Games,Country: Egypt","Games Workshop Ltd.,Sfera",5.22768,298
63,8,180,12,2,180,Samurai,180,1979,"Steve Burnett,Arnold Hendrick","Political,Wargame",,Dan Campagna,,Country: Japan,"Avalon Hill,Battleline",6.38198,369
64,6,180,12,3,180,Joan of Arc,180,1998,"Thibaud Béghin,Greg Cervall","Card Game,Medieval,Political,Wargame",,Pascal Bernard,,"Admin: Better Description Needed!,Cities: Orléans (France)","Clash of Arms Games,Tilsit,Truant Spiele",6.26579,409
66,4,90,12,2,90,Löwenherz,90,1997,Andreas Steiner,"Medieval,Political",,Klaus Teuber,,Admin: Better Description Needed!,"Goldsieber Spiele,Rio Grande Games",7.08413,2193
67,4,120,10,2,120,Conquest,120,1974,,"Abstract Strategy,Ancient,Wargame",,Donald Benge,,,"(Self-Published),Bütehorn Spiele,Hexagames (I),Numbskull Games,Quest Games",6.27156,333
68,4,180,12,2,180,Successors (second edition),180,1997,"Kurt Miller,Patrick O'Brien,Mark Simonitch","Ancient,Wargame",,"Richard H. Berg,Mark Simonitch",,Country: Greece,"Avalon Hill,Wydawnictwo Gołębiewski",7.02629,439
70,5,60,10,2,60,Big City,60,1999,Franz Vohwinkel,City Building,,Franz-Benno Delonge,,"Admin: Better Description Needed!,Polyominoes","999 Games,Goldsieber Spiele,Rio Grande Games",6.9039,2164
71,7,360,12,2,360,Civilization,360,1980,"Ed Dovey,Charles Kibler,Rodger B. MacGowan,Guillaume Rohmer,Dale Sheaffer","Ancient,Civilization,Economic,Negotiation",,"Francis Tresham,Mick (Mike) Uhl","Advanced Civilization,Civilization Eastern Expansion Map,Civilization Expansion Trade Cards Set,Civilization Western Extension Map,Civilization: The Expansion Project,Civilization: The New World",Civilization,"Avalon Hill,ACE Pelit Oy,Compendium Games,Descartes Editeur,Gibsons Games,Hartland Trefoil Ltd.,Joc Internacional,Piatnik,Spiel & Kunst,Welt der Spiele",7.52258,6178
72,4,60,12,3,60,Verräter,60,1998,Marcel-André Casasola Merkle,"Card Game,Political",,Marcel-André Casasola Merkle,Verräter: Söldnervariante,,"Adlung-Spiele,New Games Order, LLC",6.74051,1709
73,6,60,10,2,60,Show Manager,60,1996,"Jo Hartwig,Reinhard Horst,Oliver Schlemmer",Card Game,,Dirk Henn,,Queen Yellow Wave Box Series,"Queen Games,db-Spiele",7.06054,1474
74,10,30,12,4,30,Apples to Apples,30,1999,"(Uncredited),John Kovalic","Card Game,Humor,Party Game",,"Matthew Kirby,Mark Alan Osterhaus","Apples to Apples Party Box Expansion ONE,Apples to Apples Party Box Expansion TWO,Apples to Apples: Expansion Set #1,Apples to Apples: Expansion Set #2,Apples to Apples: Expansion Set #3,Apples to Apples: Expansion Set #4,Scary Apples to Apples Snack Pack","Apples to Apples,Mensa Select","Beverly Enterprises, Inc.,Excalibur Electronics,Holiday Games,Mattel,Out of the Box Publishing,Pegasus Spiele,Tactic",5.95458,14611
75,8,5,8,4,5,Falling,5,1998,"James Ernest,Val Mayerik,Drew Pocza,Brian Snoddy","Card Game,Fantasy,Print & Play,Real-time",,James Ernest,,Animals: Cattle,"Cheapass Games,Paizo Publishing,Portal Games,Titanic Games",5.49601,1264
76,6,120,10,2,120,Air Baron,120,1996,"Kurt Miller,Mark Simonitch","Aviation / Flight,Economic,Territory Building",,Evan Davis (I),,,Avalon Hill,6.38664,716
77,2,240,12,2,240,EastFront,240,1991,Eric Hotz,"Wargame,World War II",,"Craig Besinque,Tom Dalgliesh","EuroFront,VolgaFront","Block wargames,Columbia Front Series,Country: Russia",Columbia Games,7.6713,626
78,2,240,12,2,240,WestFront,240,1992,Eric Hotz,"Wargame,World War II",,Craig Besinque,"EuroFront,MedFront","Block wargames,Columbia Front Series",Columbia Games,6.89085,177
82,2,240,12,2,240,Bobby Lee,240,1993,Eric Hotz,"American Civil War,Wargame",,Tom Dalgliesh,,"Block wargames,Crowdfunding: Kickstarter",Columbia Games,6.83287,297
